web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||
"1556765486-3184,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,BookBuzz,Alfred Hitchcock meet Monty Python,9-Apr-01,""""""The Ersatz Elevator"""" is the sixth in """"A Series of Unfortunate Events"""" that befall the beleaguered Baudelaire orphans, Violet, Klaus, and Sunny. This is a must read series for anyone who likes odd characters, peculiar happenings and a quirky sense of humor."||||||||||||
"In this volume the trio are taken in by the trendy Squalors, Jerome and Esme, who live in the penthouse apartment at 667 Dark Avenue. The Squalors have welcomed the children because current fashion says orphans are """"in."""" Unfortunately for the Baudelaire's, elevators are """"out"""" and their new foster family lives either forty-eight or eighty-four flights up."||||||||||||
"The author's dark,delightfully witty narrative style can best be described as Alfred Hitchcock meets Monty Python. This book, we are told, """"is one of two books in the world that will show you the difference between the word 'nervous' and the word 'anxious.' The other book, of course, is the dictionary, and if I were you I would read that book instead."""" Good reading and a great value!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&filterByStar=five_star&pageNumber=34&reviewerType=all_reviews"||||||||||||
1556765528-3371|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mustache|Lovely lovely lovely|24-Jan-14|I LOVED IT IT WAS AMAZING I CAN'T WAIT TO READ THE NEXT ONE THANK YOU LEMONY SNICKET YOU ARE AMAZING|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&filterByStar=five_star&pageNumber=53&reviewerType=all_reviews||||
1556765463-3085|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|mountain girl|Five Stars|19-Apr-15|Nice merchant|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=five_star&pageNumber=24&reviewerType=all_reviews||||
1556765415-2869|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|UndergroundAJ|Decent price book|26-Mar-19|Great books based off Netflix TV show ??|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews||||
"1556765428-2922,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,for my eight year old...,16-Jul-13,""I bought this series for my eight year old.  She loves them, she's a fifth grade reading level so she blew through them on two days each but she loves them so I'll continue to supply them to her.  After all you can t knock a kid for reading a two hundred page book in two days."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||||
"1556765488-3191,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Toni Masters,Another member to Olaf's troup!,8-Jul-05,""Climbing up the long staircase of their newest guardians sky-scraper, the Baudelaire orphans think about how unfair it was that they were expelled from the evil 'Austere Academy' and were now in a huge building that was as dark as midnight.So the Baudelaires meet their new official and legal guardians.The simple-minded Jerome and fashionable and beautiful Esme Squallor, who only cares about what is in and what is out.The Baudelaires start their new life in the terribly large penthouse with 60 bedrooms, 10 lounges and many kitchens, bathrooms etc.They all find life difficult and boring with their oddly different parents.Jerome always stays around and becomes their friend and Esme is the fashionable and uninteresting mother.So when Count Olaf disguises himself as an auctioneer, the innest in town, and starts to spend vast hours in the penthouse with Esme, the Baudelaires are up to save themselves again even when exciting things begin to unfold.This book is th emost exciting and happy eh-ersatz yet"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=five_star&pageNumber=35&reviewerType=all_reviews"||||||||||||
"1556765492-3211,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,JulieS,Most humorous of the series,2-Oct-00,""I'm not quite sure why this book struck me as the best of the series (I've only read 2, 3, and 4) but it was exceedingly well done and amusing.  The poor Baudelaire orphans who seem to court bad luck at every turn end up living with their distant relative who is a tycoon industrialist who makes them work in his mill.  Instead of getting paid, the mill workers get coupons, and they only get one meal a day (but lots of gum for breakfast).  Lemony Snicket's books are all wonderful, and this is the cream of the crop.  Count Olaf returns in attempt to once again steal the Baudelaire fortune, this time using hypnosis to achieve his evil gains.  This book is full of so many clever moments, and the mill setting will scare and entertain the reader."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&filterByStar=five_star&pageNumber=37&reviewerType=all_reviews"||||||||||||
1556765526-3363|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|hi|Five Stars|11-Feb-17|Hi this isAwesome|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=five_star&pageNumber=52&reviewerType=all_reviews||||
1556765446-3008|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Tessa Cummings|I loved it|17-Oct-14|I loved every word from when they arrive to the school to when Count Olaf gets away. I am so sorry to say that unlike most stories that have happy ending the Series of Unfortunate Events is pure sadness.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews||||
"1556765450-3029,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,The Series of unfortunate events,28-Oct-14,""Good book"||||||||||||
"Very detailed and suspenseful.  I really enjoyed how the climax really made the story more interesting and the ending was also good because Mr.Poe came and found out who Shirley was"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews"||||||||||||
"1556765483-3173,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,o s c a r,A Series Of Unfortunate Events: The Austere Academy,24-Mar-05,""In this installment of the Series Of Unfortunate Events Series, the Baudelaires are left to go to a type of private school. In this school, the Baudelaire orphans live a very poor lifestyle by being placed in a shack that is really disgusting. They recieve that rather than a regular dormitory. Some of the characters in this book are the man named Nero, Carmelita Sprats, The Quagmires (Duncan and Isadora), and Count Olaf! Yes, Count Olaf is back again as a school coach with a turban. As a spoiler, Olaf makes the orphans run laps everyday while the Quagmires try to help them in some way that I am not going to say (rather have you read the book yourself). With all this said, this was yet another great installment to the series, that includes the debut of the Quagmires who will play a very significant part in the rest of the books. This book also plants some seeds for some very important information that will be later discovered all the way towards the end of the series. A good buy, that is very entertaining (a page turner I guess you would say)."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=five_star&pageNumber=33&reviewerType=all_reviews"||||||||||||
1556765510-3294|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|catdoodlz|The Austere Academy|27-Nov-00|This is a GREAT book! Out of all the the books by Limony Snicket that is the best.It kinda leaves you handing at the end before their friends are captured they yell V.F.D. and the Baudelaires say before they dy they will find out what they ment.It's the best book I ever read and I can't wait til the 6th.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=five_star&pageNumber=45&reviewerType=all_reviews||||
"1556765483-3179,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Todd Burger,""""""Attention...all students report to..."""" <sounds of scuffle>"",15-Sep-04,""There have been moments in my life when I have awakened in a frightful terror, thinking to myself: did I remember to practice that last concerto? Did I get my fingering right? Was my bow held correctly? Did I have the violin tucked neatly enough under my chin, but not tightly? Then I realize that because I am a musical genius, of course I practiced the concerto, of course the fingering was right, of course my bow was held correctly, of course the violin was held underneath my chin appropriately. A musical genius would not make such mistakes."||||||||||||
||||||||||||
Neither would a musical genius with the aid of an advanced computer system allow those troublesome Baudelaires to...||||||||||||
||||||||||||
<break>||||||||||||
||||||||||||
"I apologize. That egocentric braggart, Vice Principal Nero took over my computer momentarily. He's an odd man, who seems to think that he runs the school, even though he's only the VICE principal, and if he's a musical genius, then the song about a cat on a hot tin roof really was about my cat being on a tin roof when lightning struck and not that other metaphor which I will carefully not reveal. I am trying to relate some of what happened to the Baudelaires while they were at my school, but Nero keeps butting in. I'll make sure that I don't leave my desk - with MY advanced computer - until I finish relating the events to which I have been privy. You see, I'm saying """"my"""" because I am, in fact, the Principal."||||||||||||
||||||||||||
"Being the clodpole that he is - a word which hear means """"a tone deaf person who is also apparently blind and possesses an I.Q. lower than that of a common forest mammal"""", even though Nero programmed Count Olaf's description into the computer more or less correctly, Count Olaf showed up to trouble the Baudelaire's again. I was extremely upset when I found out about it, especially when I learned the exact identity of the Count and the horrors he had subjected the Baudelaires to, such as notes from Carmelita Spats who is as nice as Nero is a genius."||||||||||||
