web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href
1556763754-728|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|21 years old and Love It!|5-Sep-05|My younger sibilings started reading this series and I didn't think it looked that great. When I finally decided to start reading it, I couldn't put it down. Much of the humor in this book is not written for children at all. And as the story progresses, it keeps getting harder to wonder what is going to happen next. The story and the humor are great! Everyone should read this series!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&filterByStar=five_star&pageNumber=73&reviewerType=all_reviews
1556763635-181|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|john hemmer|Five Stars|15-Aug-14|the entire series is great|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews
1556763754-729|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Great series!!!|8-Dec-01|I realy like this series.  Almost as much as I like the Left Behind series.  These books are very imaginative.  The Author is has a very big imagination, and that is what you need to right books.  When I first read the back of the book I thought I've GOT to have this.  It is great for children and Adults alike.  I work in a bookstore so I know books. This is very good.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&filterByStar=five_star&pageNumber=73&reviewerType=all_reviews
1556763719-561|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ravi C.|Amazing|28-Sep-17|This book is very interesting, in not just the plot, but also the way lemony Snicket describes it. The book is very touching and is embedded with mystery and dusted with magic. Love it! ??|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&filterByStar=five_star&pageNumber=57&reviewerType=all_reviews
1556763719-562|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Glisyn Lewis|What a smart series...|12-Dec-04|Read this book, and the following twelve, with or to your children. You may be wary at first of the dark themes put forth, but, as the story progresses, you'll be amazed at how smart your children are and how well they take in the fact that sometimes life is extremely hard and sad. The children in the series lose their parents in the first few pages, but, because of the circumstances surrounding their deaths and the wealth they leave behind, the children have no time to deal with that horrible loss. Instead, they are bombarded with vile villains and sinister plots. They pull together, and, with the use of their individual strengths and the strength they gain from each other, they come through unscathed...well, sort of. The books are a delight to read. As the series goes along, the story unfolds into a clever conspiracy that you and your children will certainly enjoy. Be cautioned, though. If you find that your children love the books, and you loathe them, it may mean that your children are already smarter than you.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&filterByStar=five_star&pageNumber=57&reviewerType=all_reviews
1556763621-130|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Rene|Great Ending|10-Dec-12|We have a lot of trouble finding books my 10 year old daughter enjoys. She loved this! I read some of it with her. It is well written, keeps your interest and the end makes you want to read the next book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews
1556763648-241|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Sarah Horton|sarahhorton|22-Jan-15|Read aloud to my 2 year old. Not sure how much he understood bug I loved it!on to book 2!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews
1556763743-680|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Venkatesh Pillai|A page turner!|8-Apr-17|I absolutely loved the fast-paced turn of events, and I'm looking forward to seeing where the kids go next. The writing style is simple, yet, feels sophisticated.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&filterByStar=five_star&pageNumber=68&reviewerType=all_reviews
1556763771-802|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|julio cesar chavez|Five Stars|14-Feb-17|Great book my daughter loved it|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&filterByStar=five_star&pageNumber=81&reviewerType=all_reviews
1556763617-106|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Chronic Spender|Delightfully Tart|28-Dec-12|Lemony is such fun  I visited his web page and and recommend it.  Genius. I'm convinced his humor is definitely wasted on children,  He reminds me of my favorite uncle Cecil who could make a mystery of anything.  But, he always explained the big words so I would feel as smart as him.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews
1556763771-804|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|cviola|Niece's birthday gift|9-Mar-15|Purchased for my niece's book collection for her birthday.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&filterByStar=five_star&pageNumber=81&reviewerType=all_reviews
1556763670-347|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Raegan Pickworth|Great job!|26-Dec-12|This book was amazing! I'll definitely need to buy the rest. This book is one of my new favorites for sure.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=five_star&pageNumber=35&reviewerType=all_reviews
1556763637-197|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Amazing|20-Jan-17|I loved this book as a kid and I still love it as an adult ... I think he's an amazing writer|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews
1556763710-523|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Nigel Funge|Great fun - a cross between Edward Gorey and Roald Dahl|9-Jul-01|"This first `Unfortunate Events' books is just plain fun.
Life for the Baudelaire takes a horrible turn to start the short novel when their parents are killed in a tragic fire.  Placed in the care of Count Olaf, they enter a new and horrible phase of their existence.  The deceitful Count tries any number of ways to cheat the children out of their inheritance in a wonderful deceitful series of misadventures.
This book is just plain fun.  It's extremely quick reading and well-worth the time.  It's a clever contrast of the Victorian world of Edward Gorey and the crazy, twisted mind of Roald Dahl."|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&filterByStar=five_star&pageNumber=53&reviewerType=all_reviews
1556763619-119|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|spidey|love them all|2-Sep-14|one of my favorite series i read all of them and still to this day can't help but wonder if indeed real where are they now?|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews
1556763690-432|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|K1111|i wish i could give this book99999999999999999999999 stars|19-Aug-16|THIS IS THE BEST MYSEROUIS BOOK ABOUT THREE ORPHANS VIOLET IS A AMAZING INVENTOR KLAUS IS A AWSOME REASERCHER SUNNY IS A GREAT CHEF AND HAS SHARP TETH SHE LOVES TO BITE WITH AND WITH THERE SKILLS THEY WORK TOGHETHER TO DEAFEAT COUNT OLAVE AND ALSO FIGURE OU T WHAT .V.F.D. STANDS FOR READ ALL THE BOOKS THEY ARE AMAZIN FUNNY AMAZINLY FUNNY BEST BOOKS EVER WE LOVE THEM SO MUCH FROM HOSPITALS TO ISLANDS TO VILAGGES THE DAILY PUNCTALEEO IS NOT TRUE AND ALL OF THIS HAS HAPPEND BEACASE COUNT OLAVE IS TRYING TO GET THERE FOURTON AT FIRST THIS BOOK MIGHT SEEM A LITTLE SAD BUT IT JUST GET BETTER!!!!!!  -i am 8 my name is campbell|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=five_star&pageNumber=44&reviewerType=all_reviews
1556763650-253|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|0|This is the best book ever|7-Oct-15|"This is the best book ever and I love plot changes and every thing
This is the best thing ever."|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews
1556763664-318|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Nyasia Williams|This book is amazing|10-Aug-14|This book is really good you can almost picture it in your head I also like the characters and characteristic|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&filterByStar=five_star&pageNumber=32&reviewerType=all_reviews
1556763754-727|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Fabrizio|Awesome|29-Dec-12|Man this book is pretty darn sad, but I love it. I just can't stop reading a series of unfortunate events!!!!!!!!!!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&filterByStar=five_star&pageNumber=73&reviewerType=all_reviews
1556763686-415|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Victor the Reader|The Good Beginning|27-May-12|"The world of misfortunes can lead anyone in a big misadventure.  But no matter what, you can still find the answer to your problem. But as for the Baudelaire children, it's more than just a misadventure, it's a misjourney. They're encounter a shocking family tragedy, a devious count,  and a fortune that could soon be in the wrong hands.
in the book, we meet the three Baudelaire children who have lost their loving parents and their home in a dangerous fire. Violet, the oldest child who has a talent of making inventions with anything. Klaus, the middle child who loves to read and and can remember it all when he need it. Leaving Sunny, who is the infant sibling and she likes to bite things with her sharp baby teeth. With no place left to go, their only family friend Mr.Poe sends them to a family member they've never heard of. He is Count Olaf, a sneaky and devious man who keeps them only in interest of their family, and while he plans to get it in any way possible, the three Baudelaire kids will have to go through many bad events in order to survive their new home.
I read the first book back in the fifth grade and I immediately got hooked on the series. It combines the adventurous thrills and even a little bit of black humor. Kids will find the series totally irresistible and will stop to see what will happen next to the Baudelaires. To me, these series may be the best for kids to read. What will happen next would be very unfortunate, indeed.

(Grade: A)"|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=five_star&pageNumber=42&reviewerType=all_reviews
