web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||||||||||
The story is that the Baudelaire orphans (to whom all bad things happen) have been taken to a new foster parent| Dr. Montgomery Montgomery| a wacky herpetologist. They are transported to the site by Mr. Poe| their sickly fiduciary guardian and dedicated watchdog over the orphans' inheritance (which is considerable.)|||||||||||||||||
||||||||||||||||||||
The evil Count Olaf| of whom they have just recently managed to rid themselves| is out again to steal the orphans' money. Dr. Montgomery wants to take the kids for an expedition to Peru to trap snakes which is fine with the orphans as well as with Mr. Poe. Dr. Mongomery's assistant suddenly leaves so the doctor is forced into a quick hire of another assistant. And who does it turn out to be? A crudely-disguised Count Olaf!!! Things go downhill for the orphans (and for Dr. Montgomery) from there.||||||||||||||||||
||||||||||||||||||||
"I read three books per week, everything from """"War and Peace"""" to """"The Trolley Car Family"""" and this series falls into my top five percent of all-time personal favorites. You can read the entire story over the course of a single evening (191 pages in the """"Scholastic"""" edition) and I highly recommend that you do so if you're up for a great laugh."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&filterByStar=five_star&pageNumber=41&reviewerType=all_reviews"||||||||||||||||||||
1556766094-4401|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Cricketwing|Cricketwing|15-Jan-12|THAT'S RIGHT! I'M BACK! AW SNAP! WHATCHA GONNA DO ABOUT IT?! YEEEAAAHHH! But I can't stay long. Sorry 'bout that.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&filterByStar=five_star&pageNumber=66&reviewerType=all_reviews||||||||||||
"1556766088-4369,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,The Best Book On Planet Earth,13-Mar-02,""The Reptile Room is filled w/ adventure and mytsery. Count Olaf appears again and everyone hates him(of course).This is a superb, and when I say superb I mean superb.Though I urge you, this book doesn't have a happy ending so keep it stored out of the reach of children!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_63?ie=UTF8&filterByStar=five_star&pageNumber=63&reviewerType=all_reviews"||||||||||||||||||||
1556765962-3806|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Dana Burns|Wonderful CD/audio book|17-Jan-14|We loved the first book on Audible.  Unfortunately this book was available on Audible but found this CD set.  Great book.  Arrived in perfect condition.  Can't wait to get the 3rd book!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||||||||||
1556765980-3892|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|William P. MIlls|Five Stars|14-Aug-17|Slyly entertaining.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews||||||||||||
"1556766006-4014,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jacqueline,9 year old loves it!,1-Aug-13,""My 9 year old advansed reader son loves the book and it was in great condition! Getting ready to buy 11,12 and 13!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=five_star&pageNumber=27&reviewerType=all_reviews"||||||||||||||||||||
"1556766038-4148,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lonnie E. Holder,The Carnivorous Carnival will eat you up!,6-Apr-06,""The Baudelaire orphans left """"The Hostile Hospital"""" in the trunk of Count Olaf's car; clearly a potentially very dangerous situation for Violet, Klaus and baby Sunny.  However, once again the children use their wits to figure out how to escape their predicament."||||||||||||||||||||
||||||||||||||||||||
"The children find themselves in a rundown carnival with another bizarre cast of characters, including several supposed """"freaks.""""  However, the freaks are not really all that freakish, one being a contortionist and one being ambidextrous.  The children disguise themselves as freaks and manage to fool Count Olaf and his gang for most of the book.  However, as we all know, eventually Count Olaf finds the children and another harrowing ending ensues."||||||||||||||||||||
||||||||||||||||||||
Over the last two or three books we've been given tidbits about bigger mysteries surrounding the children and their parents.  In this book the tidbits become much more substantial and give us a clue as to the direction the series might take.  While it may seem that my description is a bit vague| that is because I do not wish to give away any of the surprises in this book| and there is at least one very big surprise for the children and the reader| as well as a number of smaller surprises.|||||||||||||||||
||||||||||||||||||||
Because of the twists and turns| I am unable to provide the description I normally do for books in this series.  As I noted earlier| there are a lot of surprises.  Those surprises make for one of the most intriguing books in this series.  I am anxiously anticipating the next volume| and even more| the end of the series| when I am hoping that Lemony Snicket will reveal all the mysteries.|||||||||||||||
||||||||||||||||||||
"This particular entry in the series does involve death, again, and in your imagination the death is likely somewhat gruesome.  Fortunately the amount of description given to the death is minimal and is left mostly to the reader's imagination.  Because of several intense moments, and the death, I would recommend this book for children 9 and older, though as always you should know the ability of your child to handle books similar to this one.  This book does have its educational moments, though somewhat muted in comparison to some of the other entries in this series.  Overall, the continued challenge to the paradigm that children's books for the stated age range should be relatively tame along with the creativity of this particular book requires a rating of 5 stars.  This book is yet another solid entry in this series, which just seems to get better and better."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&filterByStar=five_star&pageNumber=41&reviewerType=all_reviews"||||||||||||||||||||
1556766013-4044|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Brianna Thompson|Poor sunny|15-May-13|Poor sunny I hope she ok and count olaf is ugly and rude and I think that he's just sad because he doesn't have anything he just poor|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=five_star&pageNumber=30&reviewerType=all_reviews||||||||||||
"1556765949-3747,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Orion Maple,""Brilliant, fight fire with fire."",13-Mar-19,""I love the way in this one that the Baudelaire's learn to fight Count Olaf with his own devices. One of the best yet,as we get closer to finding out what happened to their parents."",5.0 out of 5 stars,,"||||||||||||||||||||
1556766000-3983|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|J.Steadman|Five Stars|5-Jan-15|A great series. Perfect for reading to little ones.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=five_star&pageNumber=24&reviewerType=all_reviews||||||||||||
"1556766062-4262,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lesley,Good,8-Feb-03,""I love this series of books.  Got hooked on them about 2 years ago.  This is a vital part of the Baudelaire(sp) children's ongoing tale.  Readers finally get a little needed information, like what V.F.D. (hopefully) stands for.  Definatly the darkest story of the series, but teaches wonderful lessons along the way. There is still that same humor, like Sunny's translations, and i can't wait for the next book!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=five_star&pageNumber=52&reviewerType=all_reviews"||||||||||||||||||||
1556766026-4102|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|John P Nowell|Love this Series|22-Jan-14|I originally borrowed this series from a friend and fell in love and had to have my own copies! I have the entire series and read it yearly! I love the dark side but where good prevails!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&filterByStar=five_star&pageNumber=36&reviewerType=all_reviews||||||||||||
1556766036-4135|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Annie|Five Stars|25-Aug-14|book in excellent condition|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&filterByStar=five_star&pageNumber=40&reviewerType=all_reviews||||||||||||
1556765995-3964|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kelly Nori|Great book|17-Jan-13|This book is very good because of its suspense and incriminating attitude . The book is one of my favorites.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews||||||||||||
1556766096-4407|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lisa Briggs|Five Stars|16-Oct-17|Another great book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&filterByStar=five_star&pageNumber=67&reviewerType=all_reviews||||||||||||
1556765958-3788|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Anna Woods|Five Stars|11-Mar-18|great strange series for kids|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||||||||||
