web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||
1556766643-4947|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Vickie Lonowski|Five Stars|9-Jul-18|Enjoy the series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews|||||
1556766655-4995|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lisa Westfall|Great gift!|14-Nov-15|Love these books!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews|||||
1556766688-5133|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazonshopper123|Five Stars|27-May-17|Great|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews|||||
"1556766686-5131,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,mom-at-home,The Perfectly Imperfect Conclusion,13-Oct-06,""Although many readers are, I'm sure, very disappointed with so many questions unanswered about the Baudelaire children, such is the nature of the author, who constantly galvanizes thought instead of simply telling you all of the answers, and thus bringing forth further questions of the resolution, which all endings should do. Thus, on Friday, October 13, a day brilliantly planned by the author and perhaps not-so-brilliantly rememembered as the day when many were killed in search of history, the book brings forth a conclusion (If you are curious about this murder because of history, research the Knights Templar). Perhaps the true meaning of certain parts of the book will never be known, but in the same way, they are known to any with a pen and an imagination. For as a great mind once said,"|||||||||||||
|||||||||||||
'The greatest stories are those that resonate our beginnings and intuit our endings| our mysterious origins and our numinous destinies| and dissolve them both into one.'|||||||||||
|||||||||||||
"And one more thing! If you are like me, and have been paying close attention to any clues Snicket has left, there is a final clue, and I think, when you discover it, you will smile at Snicket's brilliance."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"|||||||||||||
1556766657-5009|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amanda Paugh|Five Stars|24-Jun-15|Great!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews|||||
1556766662-5029|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Olivia R Jones|Gift for granddaughter.|23-Jan-13|My grandchildren love books and this is a great series.  Glad I was able to add to her collection and give her somethings she wanted.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews|||||
"1556766664-5034,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,Tardis24,21-Mar-14,""This was the most suspenseful book I have ever read, very dramatic and I love the book. I hope lemony makes more series like this one"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"|||||||||||||
"1556766697-5177,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Reinier,""""""The End"""" is out and great!"",13-Oct-06,""I loved the book. Snicket finally resolves his mysteries. This book is very addictive and full of content and i don't think Snicket fans will """"sob uncontrolably"""" reading this book!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews"|||||||||||||
"1556766677-5085,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Robozippy,It Is Done.,14-Oct-06,""After years of being a ASoUE fan, I was kinda sad to see this day come.  But I wanted to read it before I happened upon any spoilers.  I had spent so much time of my life researching and developing my own ideas--I was pretty excited to see what happened."|||||||||||||
|||||||||||||
"The End"""" moves a lot faster than some of the past volumes of ASoUE.  There are several gags that little kids are going to pass over, as in most of the other books, but it's still a good read for the [...] year old crowd.  It's a bit dark and morbid, but in a honest & true to life manner."|||||||||||||
|||||||||||||
The illustrations are also once again very nice & really add to the feel of the book.  They add to the humor and make you feel more attached to our favorite orphaned siblings.|||||||||||||
|||||||||||||
"It's slightly heartbreaking, and somewhat surprising but is a nice end to the series.  He's quite the talent and this series deserves a place on your child's bookshelf.  There are so many morality and life lessons strewn throughout and presented in a very real manner--even though the plot is a bit far fetched.  The books are all priced very well on amazon, so if you're doing some holiday shopping--get these."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"|||||||||||||
1556766646-4956|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|good for kids|18-Aug-15|Wonderful series.  Our son loved it.  They made a reader out of him.  He couldn't put it down.  Parents can feel assured that there's no questionable content.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews|||||
1556766690-5147|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Melissa A Glah|A really great book|3-Sep-16|An awesome book|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews|||||
"1556766646-4952,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kindle Customer,""Exciting, Enthralling, Exceptional..."",21-Feb-16,""Lemony Snicket is the wittiest and most hilarious author I know. The way he writes this series, it seems to be a real account of the Baudelaire orphans' life and it is this aspect that makes this series so enthralling. Truly a worthwhile purchase."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews"|||||||||||||
"1556766679-5095,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jenya Parker,""""""The End"""" keeps up the unfaltering mystery of the series!"",1-Dec-06,""Before reading """"The End"""" myself, I read quite a few reviews on the final installment in """"A Series Of Unfortunate Events"""", and I was surprised about how negative most of them were. Obviously, this influenced me when I finally read it, but I have to say I disagree with the general opinions  I've heard so far."|||||||||||||
|||||||||||||
"The book starts off, as always, where the last one (""""The Penultimate Peril"""") left off - with the Baudelaires at sea with their arch-enemy, Count Olaf. When they find land, the polite Baudelaires are quickly accepted into the island community - ruled by the cordial Ishmael - while Count Olaf, with his unruly manners, is rejected. The island seems like a quiet retreat for the Baudelaires, and even possibly a nice safe haven - for a change. But many mysteries and secrets seem to lurk on the island, and once again the Baudelaires are caught up in the middle trying to discover more. The island calls for some interesting scenes and situations, and a few (though this isn't new) frustrating characters."|||||||||||||
|||||||||||||
The first complaint seems to be the lack of (apparently expected) revelations in the book. Apparently| not enough secrets were revealed. Tsk-tsk| how dare Lemony Snicket keep us in the dark for twelve books| just to NOT reveal anything yet again? I don't pretend to know Handler's exact intentions with this book| but what I can imagine is how absurd it would be to uphold the secrecy for 156 chapters| just to throw it all away in the space of a few hundred pages. I mean| really| imagine how lame it would have been for him to just give everything away. In my opinion it would ruin the spirit of the series. I think the whole point was to have lots of mysteries| some of which having a solution (if searched between the lines enough) and some staying a topic of speculation.|||||
|||||||||||||
A Series Of Unfortunate Events has been one of the only series of books about which you can sit and think and speculate and in fact MARVEL. Okay sure| maybe some more answers would have been satisfying| but it would have killed the imagination. It would have killed VFD| and the Baudelaire parents| and the people they were involved with and Lemony Snicket himself.|||||||||
|||||||||||||
"I liked """"The End"""" because it was different to the other books - you saw a very strange side of Count Olaf, and although it is the end of the series, it marks a new beginning for the Baudelaire orphans, the Baudelaires grow up, and, they discover an important part of their parents' past."|||||||||||||
|||||||||||||
"I think the few questions that were answered in """"The End"""" were enough to explain a whole lot of other questions raised in previous books, but not too much to dampen our still-going speculations."|||||||||||||
|||||||||||||
"I think the true beauty of """"A Series Of Unfortunate Events"""" lies in its mystery, its sadness, its nobility and its ability to waken the curiosity in a person, and all of these things feature wonderfully in the moving """"The End""""."|||||||||||||
|||||||||||||
"The End"""" is a definite must-read for fans of the series, and I recommend you keep in mind the other books when you read it - do not have expectations unlikely to be fulfilled by such a secretive author, but appreciate it for what it is - a touching end to a fantastic series of books."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"|||||||||||||
1556766648-4964|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|John P Nowell|Love this Series|22-Jan-14|I originally borrowed this series from a friend and fell in love and had to have my own copies! I have the entire series and read it yearly! I love the dark side but where good prevails!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews|||||
