web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||
1556764735-1524|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mrs.K_Smitty|This book was a great addition to my school library|31-Mar-17|This book was a great addition to my school library. It is a bit different from both the movie and Netflix version of the events.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||
"1556764741-1546,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,SMC,My son loved this,11-Jun-13,""Excellent story.  Captivated my son, just as the previous two books in the series did.  He'll be reading more Lemony Snicket!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"||||||||||
1556764732-1511|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Cmcconnell|Great book!|28-Oct-18|It’s a very funny yet cleverly written book for children|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews||
1556764753-1599|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kurt|Awesome|27-Aug-14|This book was very good and interesting.I enjoyed it very much also I enjoyed all of there other books so much|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews||
1556764777-1713|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|M. Smith|Great!|12-Mar-09|The product was in excellent shape and we got it quickly.  My child was very happy to receive it.  Thanks!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews||
1556764746-1572|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|zenobia Roman-Figueras|Five Stars|9-Jan-17|My granddaughter loved it.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews||
1556764732-1515|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|Five Stars|5-Jan-18|works as needed|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews||
"1556764730-1502,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Uncle Ruddy,Outstanding!,3-Jan-01,""""""Outstanding"""" is a term which, when used here means""""really, good, great, entertaining - and more than initially meets the eye."""" Be sure to read the dedications - and as the volumes continue: what, if anything, did Cout Olaf have to do with Beatrice? Why is the writer """"compelled"""" to write this tale?I am sure the answers to these questons will be revealed as the saga continues... For me, money very well-spent for an entertaining, well-written, totally-original two hour read. Those of you who haveread the books will understand the structure of my first sentence."",5.0 out of 5 stars,,"||||||||||
1556764755-1615|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kendall Kathleen Johnson|Five Stars|4-Mar-15|Awesome .|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews||
"1556764777-1712,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ashley,The only books better than this are the others in this serie,10-Feb-03,""This was a great book!!Lemony Snicket is a great writer!He has a lot of talent and i have read and greatly enjoyed all of his books!This series of books focuses on the unfortunate events of 3 children,Violet,Klaus,and Sunny.They go to live with many people and evil always follows them.So,if you like happy endings,these are not the books for you.I really enjoyed these books and i would recomend them to everyone!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews"||||||||||
"1556764757-1624,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Myndi,Like the first two books in the series,30-Dec-16,""Like the first two books in the series, this book is dark.  There aren't many happy moments and certainly not a happy ending.  The author will tell you so throughout the book."||||||||||
||||||||||
"The story follows along the same themes as the previous books...the orphans are sent to another relative and things don't work out as planned.  I like this story because of the clues the orphans had to work out.  I found that it added a new interesting angle to the story.  I definitely didn't like this relative as much as I liked """"Uncle Monty,"""" but she was at the very least not mean."||||||||||
||||||||||
"I look forward to reading the rest of the series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||
"1556764770-1683,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Maggie,Don't pass up this book!,24-Jun-03,""The Baudelaire orphans move into their Aunt Josephine's house . The house is on a very high cliff and the house looks like it could tip over any second. This time, Count Olaf disguises himself to be Captain Sham, the owner of a boat buisness. Aunt Josephine is scared of everything! She doesn't drive because she thinks the doors will get stuck and she will be trapped inside, she is afraid to use the telephone, use the stove, use the microwave and many other things. When Captain Sham (Count Olaf) calls one night, Violet gets the phone. Count Olaf says """"Put the woman on the phone orphan."""" Aunt Josephine does not believe the 3 orphans that Captain Sham is really Count Olaf. Aunt Josephine talks to Captain Sham and he says that he has a surprise for the children. Aunt Josephine makes them leave the room so they don't here the surprise. To find out the rest of this exciting story, I suggest reading The Wide Window by Lemony Snicket."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"||||||||||
"1556764757-1616,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Suzanne M. Cantin,Great,6-Feb-13,""It is a n amazing book, it is to try to Put it down.  I really y recommend this book"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||
"1556764759-1626,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ana Mardoll,Wonderful,31-May-11,""A Series of Unfortunate Events 3: The Wide Window / 9780061757150"||||||||||
||||||||||
"I came to this series after already watching the tie-in movie """"Lemony Snicket's a Series of Unfortunate Events"""". I had been fairly certain I would like the series for its dark humor, and the first and second books in the series most certainly did not disappoint, so I was not too surprised when I also loved """"The Wide Window""""."||||||||||
||||||||||
Like the rest of the novels in this series| this book is very slender and can be whipped through in a few short hours - if it has any drawbacks at all| it would perhaps be the price-to-page ratio. However| the story is engaging and well-told and it's impossible to not be drawn into the drama of the Baudelaire orphans as they struggle to survive in the home of their cowardly Aunt Josephine over the bitterly cold Lake Lachrymose. Having already seen the movie| it was easy to imagine Meryl Streep's eccentric rendition of Aunt Josephine within the text| and the book is a delight for the extra flavor details that occur here but had to be left out of the film.|||||
||||||||||
"A note about the audiobook edition of this book: unlike the previous two books, which were narrated by Tim Curry, this installment of the series is narrated by """"Lemony Snicket"""" (who in this case I assume is the author, Handler). The narration is adequate, but seems somehow pale in comparison to Curry's rich undercurrents. The overall narration is still good, and worth a listen, but if you're working your way through all the audiobooks, be prepared for the change in narrators."||||||||||
||||||||||
"~ Ana Mardoll"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||
1556764737-1531|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Chubby Bookworm|Loved it|21-Dec-16|Another great installment|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||
"1556764735-1516,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Joe Sapp,Fantastico!,21-Apr-17,""Once received in the mail I was excited to rebuild my collection of this series. Condition wise, the book was in great condition, felt brand new, & even had the Netflix, advertising sticker to remind me to watch the new series on Netlfix. Adorable!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews"||||||||||
1556764739-1539|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Shawnbay|Books are great!|17-Mar-17|Book looked great and well taken care of. Great job.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||
1556764750-1593|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Paul Schilling Jr.|Five Stars|11-Oct-14|great. thank you|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews||
"1556764773-1691,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jump5 Fan,As good as 1 and 2!,10-Dec-04,""This book is very good,indeed!The Baudelaires go to live with their Aunt Josaphine Anwhistle and find that she is caring,but is not a very exciting or interesting because she is afraid of almost everything!Although Olaf returns in this book,it is not very depressing or dislikable!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"||||||||||
"1556764779-1722,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Tara OBrien,and he does a great job throughout the story keeping suspense and pushing you ...,7-May-18,""The third book in the Series of Unfortunate Events, titled """"The Wide Window"""", is a thrilling story about the Baudelaire's new adventure to their distant aunt's house. This story is written by Lemony Snicket, and he does a great job throughout the story keeping suspense and pushing you to read another page. This is story can be classified as a mystery, as well as an action novel. After the Baudelaire's last adventure to their Uncle Monty's house, and seeing him killed by Count Olaf, Mr. Poe, their banker, moves them to a knew secluded location where he feels that the children will be safe from Count Olaf. Count Olaf easily finds the new home of the Baudelaires, and begins to become friends with their aunt. Only the children can see that Count Olaf is in disguise, while their aunt does not believe them. Their aunt's house is on large cliff that hangs over a large lake that is filled with flesh eating leeches. Count Olaf tricks their aunt, and sends her plummeting to her death in the leach filled lake. The children are left without a guardian, and eventually escape to find out if their aunt is still alive by sailing in a boat. They eventually find her in a cave, going half crazy from being in there by herself. They recover their aunt and attempt to take her to safety, but the leeches in the lake can smell the banana that Aunt Josephine recently ate, and they begin attacking the boat trying to get at her. A boat comes to save them, but it turns out to be Count Olaf in disguise. Count Olaf feeds Aunt Josephine to the leeches, and brings the children back to the house. Mr. Poe is there when they return and Sunny, the youngest Baudelaire, chews off Count Olaf's fake peg leg to prove to Mr. Poe that he truly is Count Olaf. Count Olaf and is supporters flee to attempt to steal the Baudelaire's fortune another time. This book was extremely exciting and always had me wanting to read another page. I love how good the plot is, and how well put together each of the characters are. The Baudelaires have an extremely peculiar way of dealing with Count Olaf, and I it's interesting seeing all the different plans that they come up with. The name for this series is very fitting because of the bad luck that the Baudelaires continuously have. It is a bit frustrating watching them fail almost every time, but it is extremely satisfying watching them succeed at the end of the story. I would definitely recommend this book to anyone who loves a good mystery, adventure, or action novel. I would also recommend the series on Netflix which depicts these stories very well. These books make reading enjoyable for those who can not stand the thought of looking at a book. This is a great story and I would recommend it for any age."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews"||||||||||
