web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||||||
"1556766342-4736,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kaitlan Crockett,THE GRIM GROTTO (A SERIES OF UNFORTUNATE EVENTS) BOOK 11,12-Jan-09,""This book was purchased, along with Books 12 and 13 in this series, for my nine-year-old granddaughter. She hasn't read it yet, but has read other books in this series and enjoys them very much."|||||||||||||||||
|||||||||||||||||
"the books was orderd two weeks prior to Christmas as a Christmas present and arrived in time to give her at Christmas and in very good condition."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||||||
1556766342-4741|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ayron Pepper|Five Stars|19-Dec-17|I JUST LOVED IT!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews|||||||||
"1556766311-4596,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,drebbles,Not Just For Kids!,1-Nov-04,""Book the Eleventh in Lemony Snicket's Series of Unfortunate Events, begins with Violet, Klaus and Sunny rushing down the Stricken Stream in a toboggan. Soon they are picked up by the submarine Queequeg, piloted by Captain Widdershins, with his stepdaughter Fiona, and Phil, an old friend from an earlier book, on board. The children are in search of a sugar bowl, which has vanished into a treacherous underwater cave, so small that only the children can enter it. Unfortunately, the cave is filled with poisonous mushrooms and soon the life of one of the Baudelaires is in danger. Just as they are rushing to find an antidote Count Olaf comes aboard the submarine and tries to throw the children in the brig. Will they escape from Count Olaf? Will they get an antidote in time? Where is the sugar bowl? And where did Captain Widdershins and Phil disappear to?"|||||||||||||||||
|||||||||||||||||
"Lemony Snickets answers some, but not all of those questions in this delightful entry in the series. As usual the book is filled with quirky characters, including Captain Widdershins and his constant use of the word """"Aye"""" and his motto """"He who hesitates is lost"""", Phil, who sees the bright side of everything, and Fiona, who knows an awful lot about mushrooms. Viola, Klaus and Sunny are all growing up, with Viola and Klaus showing interest in the opposite sex and learning that maybe their parents weren't perfect after all. Sunny is speaking more and more clearly and while it's still fun to try and decipher what she is saying, it's a lot easier than it was in the earlier books."|||||||||||||||||
|||||||||||||||||
"These books are not just for children, as an adult, I really enjoy this series. I really liked this book, but it left a lot of questions that need to be answered in the two books remaining in the series. This book does end on a happier note than any of the previous books, which I found intriguing. I can't wait for the next one!"",5.0 out of 5 stars,,"|||||||||||||||||
"1556766311-4603,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Michelle,MUST HAVE!,23-Jul-07,""This audio version of the Lemony Snicket book, Grim Grotto, is excellent.  Tim Curry reads and he does different voices for the characters and there is music which is catchy and fun, one song for each book (I also recommend getting the CD, Tragic Treasury by the Gothic Archies).  Only get this if you like the series.  Start with Book 1, A Bad Beginning.  Not all audiobooks in the series are read by Tim Curry, but I think 11 of them are."",5.0 out of 5 stars,,"|||||||||||||||||
